English,Japanese
Focused Workflow: Baking,ワークフロー重視: 焼成
Focused Workflow: BasicEngineering,ワークフロー重視: 基礎工学
Focused Workflow: Butchery,ワークフロー重視: 食肉加工
Focused Workflow: Cooking,ワークフロー重視: 料理
Focused Workflow: CuttingEdgeCooking,ワークフロー重視: 最先端料理
Focused Workflow: Electronics,ワークフロー重視: 電子工学
Focused Workflow: Fertilizers,ワークフロー重視: 肥料
Focused Workflow: Glassworking,ワークフロー重視: ガラス加工
Focused Workflow: Industry,ワークフロー重視: 産業
Focused Workflow: Mechanics,ワークフロー重視: 機械
Focused Workflow: Milling,ワークフロー重視: 製粉
Focused Workflow: OilDrilling,ワークフロー重視: 石油採掘
Focused Workflow: PaperMilling,ワークフロー重視: 製紙
Focused Workflow: Smelting,ワークフロー重視: 精錬
Focused Workflow: Tailoring,ワークフロー重視: 裁縫
Experienced Farmhand: Gathering,熟練の農場労働者: 採集
Deadeye: Hunting,死の目: 狩猟
Cleanup Crew: Logging,掃除人: 木こり
Arrow Recovery: Hunting,矢の回収: 狩猟
Underwater Fertile Ground,水面下の土壌
Celsius,摂氏
Soil Moisture,土壌水分
Shrub Space,灌木の空間
Salt Water,塩水
Rainfall,降雨量
Potassium,カリウム
Phosphorus,リン
Occupied Underwater Fertile Ground,水面下の土壌の占有度
Occupied Shrub Space,灌木空間の占有度
Occupied Fertile Ground,土壌の占有度
Occupied Canopy Space,林冠の占有度
Nitrogen,窒素
meters above bedrock,岩盤までのメートル
Fresh Water,新鮮な水
Fertile Ground,土壌
Debris,デブリ
Canopy Space,キャノピー・スペース
Air Pollution,大気汚染
Trees,木
Trampled Sum,踏み固められた土地の合計
Shrubs,灌木
Trampled Spread,踏み固められた土地の広がり
Salt Water Spread,海水の広がり
Wolf Capacity,オオカミのキャパシティ
Turkey Capacity,七面鳥のキャパシティ
Tuna Capacity,マグロのキャパシティ
Trout Capacity,マスのキャパシティ
Tortoise Capacity,カメのキャパシティ
Salmon Capacity,サケのキャパシティ
Otter Capacity,カワウソのキャパシティ
Mountain Goat Capacity,シロイワヤギのキャパシティ
Hare Capacity,野ウサギのキャパシティ
Fox Capacity,キツネのキャパシティ
Elk Capacity,エルクの容量
Deer Capacity,鹿のキャパシティ
Bison Capacity,バイソンのキャパシティ
Bighorn Sheep Capacity,ビッグホーンのキャパシティ
Player Activity,プレイヤーの活動
Wetland Biome,湿地バイオーム
Warm Forest Biome,温帯森林バイオーム
Tundra Biome,ツンドラバイオーム
Boreal Forest Biome,亜寒帯森林のバイオーム
Rainforest Biome,熱帯雨林バイオーム
Ice Biome,氷のバイオーム
Grassland Biome,草原バイオーム
Forest Biome,森林バイオーム
Desert Biome,砂漠バイオーム
Cold Forest Biome,冷帯森林バイオーム
Paid toll at {0},{0} の使用料金を払った
Example crafting table that uses liquids.,液体を使用する作業台例。
Unable to export game to S3: {0}\n{1},S3 にゲームをエクスポートできません: {0}\n{1}
Debris Type,デブリのタイプ
Prevent removal if no resources would be gained.,何の資源も得られない場合は除去をやめる
Experience given per harvest.,収穫ごとに与えられる経験値。
How many spawn locations the plant gets relative to the valid area size. Must be < 1.,植物がいくつ生成場所を取得するかは、有効な領域のサイズを基準に決まります。1未満でなければなりません。
How spread the plant spawns are.,植物の生成の広がり方。
How many plants per spawn point.,生成ポイントごとの植物の数
Blanket Spawn Percent,全体的な出生率
Generation Spawn Point Multiplier,ジェネレーションスポーン ポイント倍率
Generation Spawn Spread,ジェネレーションスポーンスプレッド
Generation Spawn Count Per Point,ジェネレーションスポーン毎のカウント
North,北
Northeast,北東
East,東
Southeast,南東
South,南
Southwest,南西
West,西
Northwest,北西
Moderator,モデレーター
Developer,開発者
{0} unclaimed {1} plots owned by users that haven't logged in for more than {2} days.,{0} は {2} 日間以上ログインしていないユーザーが持つ {1} の所有権を返還しました。
"{0}, logged in {1} ago.","{0}, {1} 前にログイン。"
Cannot use for less than 1 day.,1 日以内に使用できません。
Users affected:,影響を受けるユーザー:
"Chimney pipe must have only one open end, outside of all rooms, and above the object.",煙突パイプは、すべての部屋の外側で、対象物の上方に、開放端が1つだけなければならない。
Titles,タイトル
Transport,輸送
Clear Tree Stumps and Debris,切り株と木くずを取り除く
Plow Field,土地を耕す
Receive Permissions,許可を受ける
"{0}, with {1} paid in tax ({2})",{0}、税金として {1} 支払い ({2})
Nested Clause,従属節の項目
Nested clause has at least one invalid one sub-clause:{0},ネストされた項目に、少なくとも一つの無効なサブ項目があります:{0}
Nested clause has no sub-clauses specified.,ネストされた項目がサブ項目を一つも持っていません。
"Loan a given amount for a set period to another citizen, with interest.\n\nThe borrower can specify the amount they want to borrow, which the lender defines in the 'allowed debt' range.",設定期間の間、他の市民に利息付きで指定した金額を貸し付けします。\n\n借り手は貸し手が設定した範囲内で、借りたい額を決定できます。
"Sell a bond for a given value, which will be paid back over a set period of time with interest.\n\nThe bond purchaser can choose what value of bond they want to buy, within a range set by the bond seller.",設定期間が過ぎた後、指定された金額が利息とともに払い戻しされる債務証書を売ります。\n購入者は販売者が設定した範囲内で、証書の額を決定できます。
Loan Offer,貸し付けの提案
Sell Bond,債権の販売
Put Items in Container,コンテナへのアイテム搬入
Harvest {0},{0} の収穫
Harvest Field,収穫を行うフィールド
Custom Clause,カスタム項目
"Defines a position where a room must be built, with a minimum volume and made of at least the listed materials.\nThe position is marked by a {0}, and you must place one on the location you want the room built.",最低限の容量とリストされた材料以上で作られた部屋の建築を指定します。\n部屋を建築する位置は {0} によってマークされます。あなたは部屋を建築したい場所にそれを設置しなければなりません。
Build Room,部屋の建築
"Defines a road that must be built between points A and B, defined by placing a {0} at each position.  The width of the road must be the defined minimum throughout, and it must be made entirely of the listed material.",それぞれの地点に {0} を設置することで定義されたA地点とB地点の間に道路の建設を指定します。全ての区間で、道路の幅のうち設定した最小値の幅を、完全にリストにある材料で作らなければなりません。
Build Road,道路の建設
"Defines a set of blocks that must exist, or not exist on a property. This can be used for all kinds of things:\n - Removing unwanted plants\n - Removing pollution\n - Planting fields (planted blocks must exist)\n - Removing structures or obstacles.\n\nIf {0} is checked, only surface blocks will be examined.  Otherwise, blocks to a depth of {1} below the highest block will be examined.",土地にブロックのセットが存在すること、または存在しないことを指定します。これは様々な場合に使うことができます。:\n - いらない植物を取り除く\n - 生息数を減らす\n - 植物を植える (植物が植えられたブロックが存在することを要求する)\n - 建造物や障害物を取り除く\n\nもし {0} がチェックされているなら、表面のブロックだけが判定の対象となります。そうでなければ、もっとも標高の高いブロックから {1} の深さまでのブロックが判定の対象となります。
Add blocks from the property at {0} until there are more than {1}.,{0} のプロパティがあるブロックを{1} 以上になるまで追加します。
Add/Remove Blocks,ブロックの追加/削除
Port located at {0}.,ポートは {0} に設定されています。
Added {0}. {1} remaining.,{0} が追加されました。残り {1}。
Drag the {0} to your toolbar and select it.,ツールバーに {0} をドラッグして選択します。
Pause,一時停止
The World will be on Pause if this option is set,このオプションが設定されている場合、ワールドは一時停止します
The World will resume as soon as first player login to the world,ワールドはプレイヤーのログインとともに再開されます。
{0} ({1}) average room tier,{0} ({1}) 平均部屋ティア
ville,村
Town,町
sdale,
burg,刑務所
ford,浅瀬
shire,州
berg,氷山
borough,自治区
field,フィールド
tropolis,トロポリス
Square,街区
rock,岩
spire,尖塔
bury,埋める
Garden,庭
glen,峡谷
stead,の場所
land,土地
's Landing,の土地
topia,地域
All users:,すべてのユーザー:
Administrators:,管理者:
Reputation: {0} ({1}),評判: {0}({1})
Base Multiplier: {0},基本倍率: {0}
Players,プレイヤー
Could not learn {0}: {1},習得することができなかった {0}: {1}
Nothing to move,移動するものがありません。
kg,
Talent Benefits,才能の利点
Can't pick up with current tool,現在の道具では持つことができません
Damage: {0},ダメージ: {0}
{0}'s Reputation,{0} の評判
{0:verb} {1:benefits description} by {2:skill bonus},{0:verb} {1:benefits description} から {2:skill bonus}
Cannot find elevator - must be placed next to elevator shaft,エレベーターが見つからない - エレベーターシャフトの隣に設置する必要がある
Remaining project cancelled.,残っているプロジェクトはキャンセルされました。
Corruption detected in {0}! Exception: {1},{0} に破損が検出されました！ 例外: {1}
"Backup {0} was corrupt, looking for another backup...",バックアップ {0} が破損していました。別のバックアップを探しています...
"Path to file to start the game from for a New World, if null then the World will be generated",新しいゲームを開始するとき、ワールドの初期状態とするデータファイルへのパス。空白であれば、世界は生成されます。
