English,Korean
Smirk,히죽히죽 웃기
yawn,하품
Yawn,하품합니다
frown,실눈
Frown,눈을 찡그립니다
angry,화남
Angry,화남
regenlayer,복원
"Regenerates a world layer, restoring it to the state it would be in if the world were newly generated.",세계 레이어를 재생성하여 세계가 새로 생성됐을 때의 상태로 복원합니다.
layerName,레이어 이름
help,도움
text,텍스트
helpful,명령어 목록
claimrect,소유
Claims plots in a given rect.,입력한 필지만큼 소유합니다.
xSide,x측
ySide,y측
unclaim,소유해제
Unclaim the plot you're standing on,현재 위치의 부지 소유를 해제합니다
unclaimabandoned,주인없는부지소유해제
Unclaim plots across the world where the owner hasn't logged in for X days,이 세계에서 X 일 동안 로그인하지 않은 유저의 부지 소유를 해제합니다.
Adds user to current deed (if username is not provided then adds current user),현재 증서에 유저를 추가합니다 (이름이 제공되지 않으면 현재 유저를 추가)
username,유저이름
Removes user from current deed (if username is not provided then removes current user),현재 증서에서 유저를 제거(이름이 제공되지 않은 경우 현재 유저를 제거)
ownnone,소유재산포기
Revoke your property,소유 재산 및 권한 포기
ownall,전부소유
Claim all property,모든 부지 및 재산 소유
owner,소유자변경
Change owner of current deed,현재 증서의 소유자를 바꿉니다
newOwner,새로운소유자
mark,마커 생성
Drops a waypoint at the current position.  Accepts an optional text string for the waypoint.,현재 위치에 마커를 찍습니다. 마커에 임의의 텍스트를 기재할 수 있습니다.
manage,관리
kick,추방
reason,사유
ban,밴
whitelist,화이트리스트
admin,관리자
otherUser,다른유저
pipes,파이프
sewage,폐수
account,계좌
target,대상
name,이름
createdebt,부채생성
Create debt between two players in a currency that matches the given name.,주어진 이름과 일치하는 화폐로 두 플레이어 사이에 부채를 생성합니다.
paybackAmount,회수액
interest,이자
daysTillDue,기한
currencyName,화폐명
cancelalldebtfromplayer,플레이어부채무효
Cancel debt that a particular player has accumulated.,특정 플레이어가 소유한 부채를 무효화시킵니다.
craft,제작
stockpile,무더기
Spawns a stockpile containing stacks of the listed items.,해당하는 물품을 무더기로 생성합니다.
item1,항목1
item2,항목2
item3,항목3
item4,항목4
item5,항목5
money,돈
accounts,계좌
Display all bank accounts in the game.,모든 은행 계좌를 보여줍니다.
steamsale,스팀세일
Give every player an amount of money,모든 플레이어에게 많은 돈을 줍니다.
amount,수량
currencies,화폐
List all currencies in the game.,게임 내의 모든 화폐 목록을 표시해줍니다.
tax,과세
"Tax all accounts in all currencies a specified amount of money, into the treasury by default or a specified account.",모든 계좌에 모든 화폐로 일정량의 돈을 과세합니다. 국고로 들어가는 것이 기본값이지만 어느 계좌로 넣을지 특정할 수 있습니다.
accountID,계좌이름
carried,운반
Level,레벨
districts,구역
Commands related to user-defined districts.,유저 지정 구역과 관련한 명령어입니다.
radiusInPlots,필지칸반경
district,구역
civics,시민
Performs a variety of government operations.,다양한 정부 업무를 수행합니다.
debug,디버그
allUsers,모든유저
showgovernment,정부활동
Lists the active elements of the government.,정부의 활동 요소를 나열합니다.
action,조치
election,선거
"Remove record of a specific election, or if none passed, all previous elections.","특정 기록된 특정 선거를 삭제하거나, 값이 주어지지 않은 경우 모든 기록을 삭제합니다."
elections,선거
List running elections.,진행 중인 선거를 나열합니다.
listdems,인구통계목록
List each demographic and who is in it.,각 인구통계와 그에 속한 사람의 명단을 표시합니다.
mydems,내통계
List each demographic and the status of the specified user (using the called if none specified).,각 인구통계와 지정한 유저의 상태를 나열합니다(지정하지 않은 경우 호출을 사용).
laws,법
titles,직위
Lists all existing titles and info about them.,현존하는 직책 목록과 그에 대한 정보를 보여줍니다.
assign,임명
"Assigns a given user to a given title, assigning to yourself if none is specified.",특정 직위에 유저를 임명합니다. 유저를 지목하지 않은 경우 본인이 직위를 얻게 됩니다.
title,직위
assignTo,다음임명
unassign,사임
"Removes a given user from a given title, removing from yourself if none is specified.","특정 직위의 유저를 해임합니다, 유저를 지목하지 않은 경우 본인의 직위가 해임됩니다."
unassignUser,유저사임
Clears all occupants from a title.,모든 공직자들을 사임시킵니다.
delete,삭제
Permanently deletes a title.,직위를 영구적으로 삭제합니다.
rename,이름변경
Rename a new title.,새 직위 이름으로 변경합니다.
newName,새이름
Set values for a title.,직위의 값을 설정합니다.
maxOccupants,직위 최대 인원
Test,시험
Districts,구역
openserverui,서버UI열기
"Opens the server GUI, if the user is a local user.","유저가 로컬 유저인 경우, GUI를 엽니다."
avatar,아바타
metime,자신복제
pollute,오염
trashcity,쓰레기천지
Just in case you like living in TRASH CITY,쓰레기 더미에서 사는 걸 좋아하는 경우 사용하세요
co2,이산화탄소
ppm,ppm
Rains tailings from the heavens to ruin the world,하늘에서 광재가 쏟아져 세상을 망칩니다
air,공기
Creates AIR POLLUTION MACHINES OF DOOM,재앙의 대기 오염 생성기를 생성합니다!
sealevel,해수면
Displays the current sea level and how much it has risen.,현재 해수면 높이와 얼마나 상승했었는지 보여줍니다.
skills,기술
num,수치
bed,침대
contracts,계약
Stone Sickle,돌 낫
Stone Road Tool,돌 도로정비 도구
Stone Machete,돌 마체테
Steel Sickle,강철 낫
Steel Machete,강철 마체테
Modern Machete,현대식 마체테
Iron Machete,철 마체테
The time is: {0},시간: {0}
Somebody else is already saving the world!,다른 사람이 이미 세상을 구하는 중입니다!
Cannot fit {0} in your inventory.,{0}을(를) 소지품에 넣을수 없습니다.
Unassigned Role,지정되지 않은 역할
Role,역할
{0} cancelled.,{0}이(가) 취소됬습니다.
{0} complete.,{0} 완료되었습니다.
{0} payment,{0} 지불
splitting evenly,균등 분배
splitting based on work performed,수행한 업무에 따라 분배
", paid as work is performed.",", 업무 수행 시 지급합니다."
Should the amount be paid out as you do work? Or all at once at the end?,"일을 할 때마다 지급할지, 일이 다 끝난 후 한 번에 지급할지 여부"
"This clause allows you to define a set of sub-clauses. You can define how many of the sub-classes must be satisfied for this clause to succeed: All, Any, or None.\n\nThis clause is useful for making complex requirements with multiple options for success.","이 조항은 하위 조항을 설정하는 데 씁니다. 고용자는 이 조항을 몇 개의 하위조항이 충족되어야만 계약이 완료될 수 있도록 설정할 수 있습니다, 조건 충족의 예: 모두, 임의, 없음.\n\n 이 조항은 완료하는 데에 다양한 하위 조건을 충족하도록 계약을 만드는 데에 유용합니다."
You cannot hold an election for {0}.{1}It is only a proposed title and must be activated first.,{0}에 관해 선거를 치를 수 없습니다.{1}은(는) 제안된 직위일 뿐이며 일단 활성화를 하셔야 합니다.
You cannot hold an election for {0}.{1}The title has been removed.,{0} 선거를 치를 수 없습니다.{1}직위가 해제되었습니다.
Election for {0} is already running.,{0} 선거가 이미 실행되고 있습니다.
There is already an election happening for {0}: {1},{0} 선거 이미 진행 중입니다: {1}
You are already in the running election {0}.,이미 {0} 선거에 출마 중입니다.
Cannot start another election of type {0} for another {1}.,{1}에 대한 {0} 유형의 또 다른 선거를 시작할 수는 없습니다.
Can't start an election to replace this occupied position until {0} hours before the end of term.,임기가 끝나기 {0} 시간 전까지 해당 직위 인사를 교체할 투표를 시작할 수 없습니다.
"Cannot run for office, you have already served the maximum number of terms, {0}.","공직에 출마할 수 없습니다, 이미 최대 재임 횟수입니다, {0}."
"Cannot run for office, you have already served the maximum number of consecutive terms, {0}.",공직에 출마할 수 없습니다. 이미 최대 재임 횟수만큼을 지냈습니다. {0}.
Only {0} may vote in this election.,이번 선거에서는 {0}명만 투표할 수 있습니다.
Member Status,구성원 상태
added {0}. All requested items are present.,{0}이(가) 추가됨. 요청된 항목이 모두 있습니다.
added {0}. {1} remaining.,{0} 추가됨. {1} 남아있음.
removed {0}. All requested items are present.,{0} 제거됐습니다. 요청한 모든 물품이 있습니다.
removed {0}. {1} remaining.,{0} 제거됨. {1} 남아있음.
You {0},{0}의 사용자
Only users with title permissions can set the global markers.,해당 권한이 있는 유저만 글로벌 마커를 설정할 수 있습니다.
{0} added {1} to {2}.,{0} 님이 {1}을 {2}에 추가했습니다.
Civics,시민
You are too hungry to do that.,심한 공복 상태라 할 수 없습니다.
Work Parties,동업 계약
Can't ratify,승인 불가
Missing {0} in {1}.,{1}에서 {0}누락됬습니다.
Invalid {0} in {1}: {2},{1}에서 유효하지 않은 {0}: {2}
Local Worlds,로컬 월드
Currently unposted.,현재 게시되지 않았습니다.
Amount to craft: ,제작할 금액: 
Target account:,대상 계좌:
Open or Closed Work Party,동업 계약을 열린 혹은 닫힌 상태로 설정합니다
Set whether this Work Party is an Open or Closed size.\n\nAn 'Open' Work Party will open a new laborer slot when existing roles fill up. A closed Work Party will not. ,동업 계약 인력 수급을 열어 놓을지 닫아 놓을지 결정하는 설정입니다.\n\n‘열린’ 동업 계약은 자리가 다 찼을 경우 새로운 자리를 추가합니다. 닫힌 동업 계약은 다 찼을 경우 새로운 자리를 추가하지 않습니다. 
Laborers,근로자
Permissions,사용 권한
Bank Accounts You Manage,관리하는 은행 계좌
Help Text,도움말 텍스트
Mint item: ,조폐기 물품: 
Description:,설명:
Enter Description.​,설명을 입력합니다.
Savegame Description,게임 설명을 저장합니다.
Treasury Disabled:\nOnly citizens with Elected Titles that provide them treasury privileges can use this.,국고 비활성화됨:\n국고 사용 권한을 가진 공직자 시민만이 사용할 수 있습니다.
% of transfer,송금의 %
Direct Transfer Tax (own):,직접 양도세 (자신앞으로):
% of payment,지불의 %
% of fee,수수료의 %
Contract Tax: ,계약세: 
Crafting Fee Tax: ,작업대 사용세: 
