English,Dutch
"The number of items moved; positive if they're being put in, negative if taken out.","The number of items moved; positive if they're being put in, negative if taken out."
An object's interface panel was opened.,An object's interface panel was opened.
"Is this the first time they've voted in the election, or are they changing a previous vote?","Is this the first time they've voted in the election, or are they changing a previous vote?"
The tool used to plant.,The tool used to plant.
"A block was constructed or deconstructed (built in a form, from a hammer or otherwise).","A block was constructed or deconstructed (built in a form, from a hammer or otherwise)."
Was the block constructed or deconstructed?,Was the block constructed or deconstructed?
A block was dug or mined from the ground.,A block was dug or mined from the ground.
A road block was tamped using a road tool.,A road block was tamped using a road tool.
Ground was plowed.,Ground was plowed.
Was the block dropped or picked up?,Was the block dropped or picked up?
Was the block rubble or not when picked up?,Was the block rubble or not when picked up?
The citizen who performed the pollution.,The citizen who performed the pollution.
The citizen currently being processed for the timer event.,The citizen currently being processed for the timer event.
The position of the user when the timer triggers.,The position of the user when the timer triggers.
Harvesting,Oogsten
No law triggered,No law triggered
The object targeted.,The object targeted.
Can't place block within another world object,Can't place block within another world object
Can't pick up block contained within another world object,Can't pick up block contained within another world object
The sale listing is invalid: {0}.,The sale listing is invalid: {0}.
{0} bought {1} from you,{0} bought {1} from you
Deed no longer exists.,Deed no longer exists.
No account selected.,No account selected.
No currency selected.,No currency selected.
Deed has no owners.,Deed has no owners.
Deed seller no longer owns the deed.,Deed seller no longer owns the deed.
Deed seller no longer has access to payment receiving account.,Deed seller no longer has access to payment receiving account.
User Action Debug display turned off.,User Action Debug display turned off.
Global Action Debug display turned off.,Global Action Debug display turned off.
Global Action Debug display turned on.,Global Action Debug display turned on.
User Action Debug display turned on.,User Action Debug display turned on.
"Failed to load object of type '{0}'. It will be ignored, but may cause inconsistency and errors in other entities: ","Failed to load object of type '{0}'. It will be ignored, but may cause inconsistency and errors in other entities: "
{0} validation failed with following message: {1}. Config was removed and default config used instead.,{0} validation failed with following message: {1}. Config was removed and default config used instead.
Disabled because of invalid status.,Disabled because of invalid status.
Target Account:,Target Account:
Report a bug,Report a bug
Bank Accounts you manage\n,Bank Accounts you manage\n
Create Account,Maak account
Components,Componenten
Value,Waarde
announce,aankondigen
Sends an announce to all players,Sends an announce to all players
World Object Item,World Object Item
Item Moved,Item Moved
Current Owner,Current Owner
Receiver,Ontvanger
Reason,Reden
Crafted Item,Crafted Item
Order Count,Order Count
Labor Added,Labor Added
Labor Profession,Labor Profession
Labor Skill,Labor Skill
Skill Level Needed,Skill Level Needed
Requirements To Take Role,Requirements To Take Role
Access Type,Access Type
Expand Roles,Expand Roles
showtick,showtick
Show time until the next civics tick.,Show time until the next civics tick.
ticknow,ticknow
Force a tick on the civics system to happen immediately.,Force a tick on the civics system to happen immediately.
Actions To Run Once,Actions To Run Once
Taxation,Taxation
Direct Transfer,Direct Transfer
Debt Payment,Debt Payment
Contract Payment,Contract Payment
Contract Refund,Contract Refund
Work Party Payment,Work Party Payment
Toll Payment,Toll Payment
Crafting Fee,Crafting Fee
Escrow Storing,Escrow Storing
Store Sales,Store Sales
Deed Sales,Deed Sales
Funds Allocation,Funds Allocation
Wage,Loon
Allow Invalid Civic Container Time In Minutes,Allow Invalid Civic Container Time In Minutes
Hewn Softwood,Hewn Softwood
Hewn Hardwood,Hewn Hardwood
Snapping Turtle Carcass,Snapping Turtle Carcass
A dead Snapping Turtle.,A dead Snapping Turtle.
Pacific Sardine,Pacifische Sardine
A Pacific Sardine.,Een Pacifische Sardine.
Jaguar Carcass,Jaguar Carcass
A dead Jaguar.,A dead Jaguar.
Crab Carcass,Crab Carcass
Coyote Carcass,Coyote Carcass
A dead Coyote.,Een dode coyote.
A Cod.,A Cod.
Blue Shark,Blauwe haai
A Blue Shark,Een blauwe haai
A dead bison.,Een dode bison.
A Bass. ,A Bass. 
Alligator Carcass,Alligator Carcass
A dead Alligator.,Een dode krokodil.
Agouti Carcass,Agouti Carcass
Yield Potential,Yield Potential
Next tick in {0} (ticks every {1}),Next tick in {0} (ticks every {1})
{0} previously was recycled by stack trace:\n{1},{0} previously was recycled by stack trace:\n{1}
and {0:count} more,and {0:count} more
Currently Valid: {0},Currently Valid: {0}
{0} has made an announcement. {1},{0} has made an announcement. {1}
Inventory does not contain the {0} required for this action,Inventory does not contain the {0} required for this action
Unable to move any items.,Unable to move any items.
"Couldn't find any work orders to populate this work party with.  Create unfinished work orders first, then create the work party.","Couldn't find any work orders to populate this work party with.  Create unfinished work orders first, then create the work party."
Couldn't spawn party: {0},Couldn't spawn party: {0}
Craft {0},Craft {0}
"You contributed to {0} but are not a member of it!  To get credit for your contributions, join the work party at {1}.","You contributed to {0} but are not a member of it!  To get credit for your contributions, join the work party at {1}."
Post failed: {0},Post failed: {0}
{0} has been posted and is currently active.,{0} has been posted and is currently active.
You do not meet the general requirements to join this work party.{0}{1},You do not meet the general requirements to join this work party.{0}{1}
You do not meet the requirements to join that role.{0}{1},You do not meet the requirements to join that role.{0}{1}
"Could not add work to work party: {0} already is finished with both resources and labor, nothing left to do.","Could not add work to work party: {0} already is finished with both resources and labor, nothing left to do."
Could not add work to work party: {0} is already on another work party: {1}.,Could not add work to work party: {0} is already on another work party: {1}.
Work party deleted.,Work party deleted.
Remaining Work:,Remaining Work:
"You may only share skill as payment if you have the skillbook in your inventory, or the workparty is creating the skillbook. {0} skillbook was not found in inventory or work list.","You may only share skill as payment if you have the skillbook in your inventory, or the workparty is creating the skillbook. {0} skillbook was not found in inventory or work list."
General Requirements,General Requirements
"The list of laborers signed up for the project, and text descriptions of what their role is.  Each role can also have a skill requirement or other restriction.","The list of laborers signed up for the project, and text descriptions of what their role is.  Each role can also have a skill requirement or other restriction."
The list of work that is to be performed for this work party.,The list of work that is to be performed for this work party.
Details on how payments will be made for this work party.,Details on how payments will be made for this work party.
{0} is assigned to a different work party: {1}.,{0} is assigned to a different work party: {1}.
Needs,Noden
Add {0} for {1} at {2} ,Add {0} for {1} at {2} 
{0}'s contribution is now over {1} and can {2},{0}'s contribution is now over {1} and can {2}
{0} queued to gain {1} when {2} finishes.,{0} queued to gain {1} when {2} finishes.
"(Skipping payment of {0} reputation, because you cannot give reputation to yourself.)","(Skipping payment of {0} reputation, because you cannot give reputation to yourself.)"
{0} given {1} reputation from {2}.,{0} given {1} reputation from {2}.
if work contributed is at least {0},if work contributed is at least {0}
gain knowledge of {0}.,gain knowledge of {0}.
receive {0}.,krijg {0}.
Added by {0},Toegevoegd door {0}
"Receive {0}, {1}","Krijg {0}, {1}"
"Receive {0} reputation from {1}, {2}","Receive {0} reputation from {1}, {2}"
