"STRINGID","Context","English","Gibberish","French","Spanish","German","Korean","BrazillianPortuguese","SimplifedChinese","Russian","Italian","Portuguese","Hungarian","Japanese","Norwegian","Polish","Dutch","Romanian","Danish","Czech","Swedish","Ukrainian","Greek","Arabic","Vietnamese","Turkish"
"DEFAULT","","Plants On Property:","","Plantes sur la propriété :","Plantas en propiedad:","Pflanzen auf Grundstück:","부지 위 식물:","Plantas na propriedade:","土地上的植物：","Растения на участке:","Piante Sulla Proprietà:","Plants On Property:","Plants On Property:","プロパティーに植える:","Planter På Eiendom:","Rośliny na nieruchomości:","Planten op eigendom:","Plants On Property:","Planter på ejendom:","Plants On Property:","Plants On Property:","Рослини на території:","Φυτά στην ιδιοκτησία:","Plants On Property:","Plants On Property:","Mülkiyetteki Bitkiler:"
"DEFAULT","pickup target for contract","Pick","","Prendre","Elegir","Aufnehmen","선택","Escolha","挑选","Выбрать","Scegli","Pick","Pick","拾う","Velg","Podnieś","Pick","Pick","Vælg","Vybrat","Pick","Вибрати","Πάρε","Pick","Pick","Al"
"DEFAULT","","Payment Tax:","","Taxes payées :","Tasas por pago:","Zahlungssteuer:","대금세:","Pagamento de Impostos:","支付税：","Налог с платежа:","Pagamento Tassa:","Payment Tax:","Payment Tax:","税金を払う:","Payment Tax:","Podatek dochodowy:","Payment Tax:","Payment Tax:","Betaling Skat:","Daň za Platbu:","Payment Tax:","Податок з платежів:","Φόρος Πληρωμής:","Payment Tax:","Payment Tax:","Vergi Ödemesi:"
"DEFAULT","","Owned By PersonNameHere","","Propriété de NomDeLaPersonne","Propiedad de NombreDePersonaAquí","Im Besitz von NameDerPerson","PersonNameHere이 소유함","Propriedade de NomeDaPessoaAqui","由此处人名所有","Владелец ВведитеИмяВладельца","Posseduto da InserireQuiNome","Owned By PersonNameHere","Owned By PersonNameHere","PersonNameによって所有されている","Owned By PersonNameHere","Właścicielem jest PersonNameHere","Owned By PersonNameHere","Owned By PersonNameHere","Ejet af PersonNavnHer","Owned By PersonNameHere","Owned By PersonNameHere","Належить PersonNameHere","Κατέχεται Από PersonNameHere","Owned By PersonNameHere","Owned By PersonNameHere","Sahibi PersonNameHere"
"DEFAULT","","Output","","Sortie","Salida","Ausgabe","출력","Saída","输出","Выход","Output","Output","Output","出力","Utdata","Wyjście","Uitvoer","Output","Output","Výstup","Output","Вихід","Έξοδος","Output","Output","Çıktı"
"DEFAULT","","of the following:","","parmi les suivants :","de los siguientes:","der folgenden:","다음 중:","das seguintes:","以下项中的：","из следующих:","del seguente:","of the following:","of the following:","以下のうち","av de følgende:","z następujących:","of the following:","of the following:","of the following:","of the following:","of the following:","у таких випадках:","από τα ακόλουθα:","of the following:","of the following:","of the following:"
"DEFAULT","","O<sub>2</sub> Reserve","","O<sub>2</sub>Réserve","Reservas de O<sub>2</sub>","O<sub>2</sub> Reserve","O<sub>2</sub> 보존","O<sub>2</sub> Reserva","O<sub>2</sub> 保留","Запас O<sub>2</sub>","O<sub>2</sub> Inversa","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> 予約","O<sub>2</sub> Reserve","O<sub>2</sub> Zarezerwować","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> у резерві","O<sub>2</sub> Ανάποδα","O<sub>2</sub> Reserve","O<sub>2</sub> Reserve","O<sub>2</sub> Rezerv"
"DEFAULT","","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","","Remarque : Il est recommandé de commencer votre première partie avec d’autres citoyens dans un monde partagé pour une meilleure expérience.","Nota: Se recomienda que comiences tu primer juego con otros ciudadanos en un mundo compartido para obtener la mejor experiencia.","Hinweis: Für das beste Erlebnis wird empfohlen, das erste Spiel mit anderen Bürgern in einer gemeinsamen Welt zu beginnen.","참고: 최고의 경험을 하시려면 첫 번째 게임은 공유된 세계에서 다른 시민들과 함께 하시는 것을 추천합니다.","Observação: Recomendamos que você comece seu primeiro jogo com outros cidadãos em um mundo compartilhado para ter uma melhor experiência.","注意：建议你在共享世界中与其他公民开始首次游戏，以获取最佳体验。","Заметка: Рекомендуется играть в сети, совместно с другими игроками. Многие особенности взаимодействия будут пропущены в одиночной игре.","Nota: Si consiglia di iniziare la prima partita con altri cittadini in un mondo condiviso per un'esperienza migliore.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","注: 最高の経験共有世界の他の市民から最初のゲームを開始することをお勧めします。","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Uwaga: zalecamy rozpoczęcie pierwszej gry z innymi obywatelami we wspólnym świecie, aby uzyskać najlepsze wrażenia.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Примітка: Для отримання найкращих вражень та досвіду, радимо починати гру у спільному світі з іншими громадянами.","Σημείωση: Συνιστάται να ξεκινήσεις το πρώτο σου παιχνίδι με άλλους πολίτες σε έναν κοινό κόσμο για την καλύτερη εμπειρία.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Note: It's recommended that you begin your first game with other citizens in a shared world for the best experience.","Not: En iyi deneyim için ilk oyununuzda diğer oyuncularında bulunduğu bir dünyada, onlarla beraber oynayarak başlamanız önerilir."
"DEFAULT","","None.","","Aucun.","Ninguno.","Nichts.","없음.","Nenhum(a)","无。","Нет.","Nessuno.","None.","None.","なし。","Ingen.","Brak.","Geen.","None.","None.","Žádný.","None.","Немає.","Τίποτα.","None.","None.","Yok."
"DEFAULT","","No holes in the roof at all","","Aucune ouverture dans le toit","2) Sin agujeros en el techo","Keine Löcher im Dach","지붕에 구멍이 없습니다","Sem buracos em todo o telhado","屋顶上根本没有洞","Никаких дыр в крыше","Nessun buco nel tetto","No holes in the roof at all","No holes in the roof at all","屋根に全く穴がない","Ingen hull i taket i det hele tatt","Żadnych dziur w dachu","No holes in the roof at all","No holes in the roof at all","No holes in the roof at all","Žádné díry ve střeše.","No holes in the roof at all","У даху відсутні отвори","Δεν υπάρχουν καθόλου τρύπες στην οροφή","No holes in the roof at all","No holes in the roof at all","Çatıda hiç delik yok"
"DEFAULT","","No holdings","","Aucune propriété","Sin existencias","Keine Bestände","보유량 없음","Nenhuma restrição","无持有物","Нет вкладов","Nessuna partecipazione","No holdings","No holdings","持ち株なし","No holdings","Brak gospodarstw","No holdings","No holdings","No holdings","Bez hospodářství","No holdings","Без резервів","Δεν υπάρχουν εκμεταλλεύσεις","No holdings","No holdings","Arazi parçası yok"
"DEFAULT","","My Waypoint","","Mon point de répère","Mi Punto de Referencia","Mein Wegpunkt","내 웨이포인트","Meu Ponto de Referência","我的路标","Моя метка","Il Mio Waypoint","My Waypoint","My Waypoint","自分のウェイポイント","Mitt Veipunkt","Moje Znaczniki","My Waypoint","My Waypoint","My Waypoint","Mé waypointy","My Waypoint","Мій вказівник","Η Διαδρομή μου","My Waypoint","My Waypoint","Ara Noktam"
"DEFAULT","","Must have","","Doit avoir","Debe tener","Muss haben:","필수 보유","Deve ter","必须持有","Необходимо иметь","Deve avere","Must have","Must have","持つ必要があります","Må ha","Musi posiadać","Must have","Must have","Must have","Musíte mít","Must have","Повинні мати","Πρέπει να έχει","Must have","Must have","Gerçekten gerekli"
"DEFAULT","","Maximum of two blocks of empty space in walls ","","Maximum de deux blocs d’espace libre dans les murs ","1) 2 espacios vacíos contiguos en paredes (máx.)","Maximal zwei leere Blöcke in Wänden ","벽에 최대 두 블록의 빈 공간 ","Máximo de dois blocos de espaço vazio em paredes ","墙上最多可有两个空白区域 ","Проемы в стенах не больше двух блоков ","Massimo di due blocchi di spazio vuoto nei muri ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","壁は最大２ブロック分の空きスペースです ","Maximum of two blocks of empty space in walls ","Maksymalnie dwa bloki pustej przestrzeni w ścianach ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","Не більше двох порожніх блоків у стінах ","Μέγιστο τα 2 μπλοκ κενού χώρου σε έναν τοίχο ","Maximum of two blocks of empty space in walls ","Maximum of two blocks of empty space in walls ","Duvarlarda en fazla iki blok boş alan "
"DEFAULT","","Materials:","","Matériaux :","Materiales:","Materialien:","재료:","Materiais:","材料：","Материалы:","Materiali:","Materials:","Materials:","材料:","Materialer:","Materiały:","Materialen:","Materials:","Materials:","Materiály:","Materials:","Матеріали:","Υλικά:","Materials:","Materials:","Malzemeler:"
"DEFAULT","","Many crafting station in Eco require enclosed rooms to work.","","Plusieurs tables d'artisanats dans Eco doivent être dans une pièce fermée pour fonctionner.","Muchas estaciones de artesanía en Eco deben estar en cuartos cerrados para funcionar","Viele Craftingstationen in Eco erfordern geschlossene Räumen um zu funktionieren.","Eco의 많은 제작소는 작업하려면 밀폐된 방을 필요로 합니다.","Em Eco, muitas estações de fabricação exigem salas fechadas para funcionar.","《生态物语》 中的许多工作站均需密闭房间方可工作。","Множество верстаков в Eco требуют комнату для работы.","Molti banchi di fabbricazione in Eco richiedono stanze chiuse per funzionare.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Ecoの工房では密閉された部屋が必要です","Many crafting station in Eco require enclosed rooms to work.","Wiele stanowisk rzemieślniczych w Eco wymaga do pracy zamkniętych pomieszczeń.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Багато виробничих верстатів у грі «Eco» потребують закритих приміщень.","Πολύ σταθμοί κατασκευής στο Eco απαιτούνται να βρίσκονται σε κλειστό δωμάτιο για να δουλέψουν.","Many crafting station in Eco require enclosed rooms to work.","Many crafting station in Eco require enclosed rooms to work.","Eco'daki çoğu üretim istasyonunun çalışması için kapalı alanlara ihtiyacı vardır."
